company,date,exercice,concept,amount,price
bbva,10/10/2018,2018,A Cuenta,0.1000,"5,2270"
bbva,10/04/2018,2017,Complementario,0.1500,"5,2270"
bbva,10/04/2018,2017,Complementario,0.1500,"5,2270"
bbva,10/10/2017,2017,A Cuenta,0.0900,"5,2270"
bbva,21/04/2017,2016,A Cuenta,0.1310,"5,2270"
bbva,12/01/2017,2016,A Cuenta,0.0800,"5,2270"
bbva,19/10/2016,2016,A Cuenta,0.0800,"5,2270"
bbva,11/07/2016,2016,A Cuenta,0.0800,"5,2270"
bbva,21/04/2016,2015,A Cuenta,0.1290,"5,2270"
bbva,12/01/2016,2015,A Cuenta,0.0800,"5,2270"
bbva,05/10/2015,2015,A Cuenta,0.0800,"5,2270"
bbva,16/07/2015,2015,A Cuenta,0.0800,"5,2270"
bbva,30/03/2015,2014,Complementario,0.1300,"5,2270"
bbva,22/12/2014,2014,A Cuenta,0.0800,"5,2270"
bbva,29/09/2014,2014,A Cuenta,0.0800,"5,2270"
bbva,10/07/2014,2014,A Cuenta,0.0800,"5,2270"
bbva,31/03/2014,2014,A Cuenta,0.1680,"5,2270"
bbva,30/09/2013,2013,A Cuenta,0.0990,"5,2270"
bbva,10/07/2013,2013,A Cuenta,0.1000,"5,2270"
bbva,08/04/2013,2012,Complementario,0.1210,"5,2270"
bbva,10/01/2013,2012,A Cuenta,0.1000,"5,2270"
bbva,01/10/2012,2012,A Cuenta,0.0990,"5,2270"
bbva,10/07/2012,2012,A Cuenta,0.1000,"5,2270"
bbva,16/04/2012,2011,A Cuenta,0.1180,"5,2270"
bbva,10/01/2012,2011,A Cuenta,0.1000,"5,2270"
bbva,30/09/2011,2011,A Cuenta,0.1000,"5,2270"
bbva,08/07/2011,2011,A Cuenta,0.1000,"5,2270"
bbva,01/04/2011,2010,Complementario,0.1490,"5,2270"
bbva,10/01/2011,2010,A Cuenta,0.0900,"5,2270"
bbva,11/10/2010,2010,A Cuenta,0.0900,"5,2270"
bbva,12/07/2010,2010,A Cuenta,0.0900,"5,2270"
bbva,12/04/2010,2009,Complementario,0.1500,"5,2270"
bbva,28/12/2009,2009,A Cuenta,0.0900,"5,2270"
bbva,12/10/2009,2009,A Cuenta,0.0900,"5,2270"
bbva,10/07/2009,2009,A Cuenta,0.0900,"5,2270"
bbva,12/01/2009,2008,A Cuenta,0.1670,"5,2270"
bbva,10/10/2008,2008,A Cuenta,0.1670,"5,2270"
bbva,10/07/2008,2008,A Cuenta,0.1670,"5,2270"
biosearch,,,,0.0000,"1,3180"
bbva,10/04/2008,2007,Complementario,0.2770,"5,2270"
bbva,10/01/2008,2007,A Cuenta,0.1520,"5,2270"
bbva,10/10/2007,2007,A Cuenta,0.1520,"5,2270"
bbva,10/07/2007,2007,A Cuenta,0.1520,"5,2270"
bbva,10/04/2007,2006,Complementario,0.2410,"5,2270"
bbva,10/01/2007,2006,A Cuenta,0.1320,"5,2270"
bbva,10/10/2006,2006,A Cuenta,0.1320,"5,2270"
bbva,10/07/2006,2006,A Cuenta,0.1320,"5,2270"
bbva,10/04/2006,2005,Complementario,0.1860,"5,2270"
bbva,10/01/2006,2005,A Cuenta,0.1150,"5,2270"
bbva,10/10/2005,2005,A Cuenta,0.1150,"5,2270"
bbva,11/07/2005,2005,A Cuenta,0.1150,"5,2270"
bbva,11/04/2005,2004,Complementario,0.1420,"5,2270"
bbva,10/01/2005,2004,A Cuenta,0.1000,"5,2270"
bbva,11/10/2004,2004,A Cuenta,0.1000,"5,2270"
bbva,12/07/2004,2004,A Cuenta,0.1000,"5,2270"
bbva,10/04/2004,2003,Complementario,0.1140,"5,2270"
bbva,12/01/2004,2003,A Cuenta,0.0900,"5,2270"
bbva,10/10/2003,2003,A Cuenta,0.0900,"5,2270"
bbva,10/07/2003,2003,A Cuenta,0.0900,"5,2270"
bbva,10/04/2003,2002,Complementario,0.0780,"5,2270"
bbva,10/01/2003,2002,A Cuenta,0.0900,"5,2270"
bbva,10/10/2002,2002,A Cuenta,0.0900,"5,2270"
bbva,10/07/2002,2002,A Cuenta,0.0900,"5,2270"
bbva,10/04/2002,2001,Complementario,0.1280,"5,2270"
bbva,10/01/2002,2001,A Cuenta,0.0850,"5,2270"
bbva,10/10/2001,2001,A Cuenta,0.0850,"5,2270"
bbva,10/07/2001,2001,A Cuenta,0.0850,"5,2270"
bbva,10/04/2001,2000,Complementario,0.1110,"5,2270"
bbva,10/01/2001,2000,A Cuenta,0.0640,"5,2270"
bbva,10/10/2000,2000,A Cuenta,0.0640,"5,2270"
bbva,10/07/2000,2000,A Cuenta,0.0640,"5,2270"
bbva,24/04/2000,2000,A Cuenta,0.0600,"5,2270"
bbva,10/01/2000,1999,Complementario,0.1073,"5,2270"
baron_de_ley,,,,0.0000,"105,5000"
b.sabadell,05/04/2019,2018,Complementario,0.0100,"0,8450"
b.sabadell,28/12/2018,2018,A Cuenta,0.0200,"0,8450"
b.sabadell,27/04/2018,2017,Complementario,0.0500,"0,8450"
b.sabadell,29/12/2017,2017,A Cuenta,0.0200,"0,8450"
b.sabadell,07/04/2017,2016,A Cuenta,0.0300,"0,8450"
b.sabadell,30/12/2016,2016,A Cuenta,0.0200,"0,8450"
b.sabadell,22/04/2016,2015,A Cuenta,0.0480,"0,8450"
b.sabadell,02/06/2015,2014,A Cuenta,0.0390,"0,8450"
b.sabadell,03/04/2014,2013,A Cuenta,0.0100,"0,8450"
b.sabadell,05/04/2013,2012,A Cuenta,0.0100,"0,8450"
b.sabadell,06/09/2011,2011,A Cuenta,0.0500,"0,8450"
b.sabadell,19/04/2011,2010,Complementario,0.0600,"0,8450"
b.sabadell,20/12/2010,2010,A Cuenta,0.0900,"0,8450"
b.sabadell,15/12/2009,2009,A Cuenta,0.0700,"0,8450"
b.sabadell,01/09/2009,2009,A Cuenta,0.0700,"0,8450"
b.sabadell,02/04/2009,2008,Complementario,0.1200,"0,8450"
b.sabadell,15/12/2008,2008,A Cuenta,0.0800,"0,8450"
b.sabadell,29/08/2008,2008,A Cuenta,0.0800,"0,8450"
b.sabadell,02/04/2008,2007,Complementario,0.1500,"0,8450"
b.sabadell,24/10/2007,2007,A Cuenta,0.1300,"0,8450"
b.sabadell,02/04/2007,2006,Complementario,0.4500,"0,8450"
b.sabadell,02/11/2006,2006,A Cuenta,0.3800,"0,8450"
b.sabadell,02/05/2006,2005,Complementario,0.3700,"0,8450"
b.sabadell,02/11/2005,2005,A Cuenta,0.3000,"0,8450"
b.sabadell,26/04/2005,2004,Complementario,0.2600,"0,8450"
b.sabadell,02/11/2004,2004,A Cuenta,0.2400,"0,8450"
b.sabadell,06/02/2004,2003,Complementario,0.2600,"0,8450"
b.sabadell,03/11/2003,2003,A Cuenta,0.2400,"0,8450"
b.sabadell,29/04/2003,2002,Complementario,0.2639,"0,8450"
b.sabadell,02/11/2002,2002,A Cuenta,0.2400,"0,8450"
b.sabadell,02/04/2002,2001,Complementario,0.2600,"0,8450"
b.sabadell,02/11/2001,2001,A Cuenta,0.2400,"0,8450"
bankinter,27/12/2019,2019,A Cuenta,0.0648,"6,1500"
bankinter,25/09/2019,2019,A Cuenta,0.0637,"6,1500"
bankinter,26/06/2019,2019,A Cuenta,0.0667,"6,1500"
bankinter,28/03/2019,2018,Complementario,0.0993,"6,1500"
bankinter,28/12/2018,2018,A Cuenta,0.0648,"6,1500"
bankinter,26/09/2018,2018,A Cuenta,0.0637,"6,1500"
bankinter,27/06/2018,2018,A Cuenta,0.0651,"6,1500"
bankinter,29/03/2018,2017,Complementario,0.0939,"6,1500"
bankinter,29/12/2017,2017,A Cuenta,0.0617,"6,1500"
bankinter,27/09/2017,2017,A Cuenta,0.0607,"6,1500"
bankinter,28/06/2017,2017,A Cuenta,0.0592,"6,1500"
bankinter,30/03/2017,2016,Complementario,0.0682,"6,1500"
bankinter,28/12/2016,2016,A Cuenta,0.0514,"6,1500"
bankinter,28/09/2016,2016,A Cuenta,0.0514,"6,1500"
bankinter,25/06/2016,2016,A Cuenta,0.0514,"6,1500"
bankinter,19/03/2016,2015,Complementario,0.0565,"6,1500"
bankinter,26/12/2015,2015,A Cuenta,0.0521,"6,1500"
bankinter,03/10/2015,2015,A Cuenta,0.0521,"6,1500"
bankinter,27/06/2015,2015,A Cuenta,0.0485,"6,1500"
bankinter,21/03/2015,2014,Complementario,0.0768,"6,1500"
bankinter,01/11/2014,2014,A Cuenta,0.0273,"6,1500"
bankinter,02/08/2014,2014,A Cuenta,0.0273,"6,1500"
bankinter,03/05/2014,2014,A Cuenta,0.0221,"6,1500"
bankinter,05/04/2014,2013,Complementario,0.0014,"6,1500"
bankinter,04/01/2014,2013,A Cuenta,0.0222,"6,1500"
bankinter,05/10/2013,2013,A Cuenta,0.0188,"6,1500"
bankinter,06/07/2013,2013,A Cuenta,0.0184,"6,1500"
bankinter,06/04/2013,2012,A Cuenta,0.0273,"6,1500"
bankinter,05/01/2013,2012,A Cuenta,0.0273,"6,1500"
bankinter,13/10/2012,2012,A Cuenta,0.0273,"6,1500"
bankinter,07/07/2012,2012,A Cuenta,0.0287,"6,1500"
bankinter,07/04/2012,2011,A Cuenta,0.0385,"6,1500"
bankinter,07/01/2012,2011,A Cuenta,0.0483,"6,1500"
bankinter,05/01/2012,2012,A Cuenta,0.0273,"6,1500"
bankinter,09/09/2011,2011,Complementario,0.0520,"6,1500"
bankinter,02/07/2011,2011,A Cuenta,0.0519,"6,1500"
bankinter,01/01/2011,2010,A Cuenta,0.0483,"6,1500"
bankinter,02/10/2010,2010,A Cuenta,0.0520,"6,1500"
bankinter,03/07/2010,2010,A Cuenta,0.0571,"6,1500"
bankinter,03/04/2010,2009,Complementario,0.0480,"6,1500"
bankinter,02/01/2010,2009,A Cuenta,0.0758,"6,1500"
bankinter,03/10/2009,2009,A Cuenta,0.0735,"6,1500"
bankinter,04/07/2009,2009,A Cuenta,0.0714,"6,1500"
bankinter,04/04/2009,2008,A Cuenta,0.0781,"6,1500"
bankinter,03/01/2009,2008,A Cuenta,0.0758,"6,1500"
bankinter,04/10/2008,2008,A Cuenta,0.0735,"6,1500"
bankinter,05/07/2008,2008,A Cuenta,0.0714,"6,1500"
bankinter,05/04/2008,2007,A Cuenta,0.0781,"6,1500"
bankinter,05/01/2008,2007,A Cuenta,0.0758,"6,1500"
bankinter,06/10/2007,2007,A Cuenta,0.0735,"6,1500"
bankinter,07/07/2007,2007,A Cuenta,0.3567,"6,1500"
bankinter,07/04/2007,2006,A Cuenta,0.3396,"6,1500"
bankinter,06/01/2007,2006,A Cuenta,0.3297,"6,1500"
bankinter,07/10/2006,2006,A Cuenta,0.3197,"6,1500"
bankinter,01/07/2006,2006,A Cuenta,0.3102,"6,1500"
bankinter,01/04/2006,2005,A Cuenta,0.3144,"6,1500"
bankinter,07/01/2006,2005,A Cuenta,0.3053,"6,1500"
bankinter,01/10/2005,2005,A Cuenta,0.2960,"6,1500"
bankinter,02/07/2005,2005,A Cuenta,0.2872,"6,1500"
bankinter,02/04/2005,2004,Complementario,0.2807,"6,1500"
bankinter,08/01/2005,2004,A Cuenta,0.2726,"6,1500"
bankinter,02/10/2004,2004,A Cuenta,0.2643,"6,1500"
bankinter,03/07/2004,2004,A Cuenta,0.2564,"6,1500"
bankinter,03/04/2004,2003,Complementario,0.2552,"6,1500"
bankinter,03/01/2004,2003,A Cuenta,0.2478,"6,1500"
bankinter,04/10/2003,2003,A Cuenta,0.2360,"6,1500"
bankinter,05/07/2003,2003,A Cuenta,0.2289,"6,1500"
bankinter,05/04/2003,2002,Complementario,0.2385,"6,1500"
bankinter,04/01/2003,2002,A Cuenta,0.2316,"6,1500"
bankinter,05/10/2002,2002,A Cuenta,0.2248,"6,1500"
bankinter,06/07/2002,2002,A Cuenta,0.2180,"6,1500"
bankinter,05/04/2002,2001,Complementario,0.2271,"6,1500"
bankinter,05/01/2002,2001,A Cuenta,0.2206,"6,1500"
bankinter,06/10/2001,2001,A Cuenta,0.2141,"6,1500"
bankinter,07/07/2001,2001,A Cuenta,0.2076,"6,1500"
bankinter,07/04/2001,2000,Complementario,0.2271,"6,1500"
bankinter,08/01/2001,2000,A Cuenta,0.2206,"6,1500"
bankinter,07/10/2000,2000,A Cuenta,0.2141,"6,1500"
bankinter,01/07/2000,2000,A Cuenta,0.2076,"6,1500"
bankinter,01/04/2000,1999,Complementario,0.2271,"6,1500"
bankinter,08/01/2000,1999,A Cuenta,0.2206,"6,1500"
bankia,11/04/2019,2018,A Cuenta,0.1158,"1,7150"
bankia,20/04/2018,2017,A Cuenta,0.1102,"1,7150"
baviera,13/06/2019,2018,A Cuenta,0.5800,"13,1500"
baviera,25/05/2018,2017,A Cuenta,0.4800,"13,1500"
baviera,19/05/2017,2016,Complementario,0.2200,"13,1500"
baviera,12/12/2016,2016,Extraordinario,0.3100,"13,1500"
baviera,12/12/2016,2016,A Cuenta,0.1700,"13,1500"
baviera,07/06/2016,2015,Complementario,0.1500,"13,1500"
baviera,29/12/2015,2015,A Cuenta,0.0900,"13,1500"
baviera,19/05/2015,2014,Complementario,0.1300,"13,1500"
baviera,19/12/2014,2014,A Cuenta,0.0700,"13,1500"
baviera,14/05/2014,2013,A Cuenta,0.4900,"13,1500"
baviera,14/05/2013,2012,A Cuenta,0.1000,"13,1500"
baviera,08/05/2012,2011,Complementario,0.1500,"13,1500"
baviera,23/12/2011,2011,A Cuenta,0.1200,"13,1500"
baviera,22/06/2011,2010,Complementario,0.1400,"13,1500"
baviera,16/12/2010,2010,A Cuenta,0.1200,"13,1500"
baviera,23/06/2010,2009,Unico,0.0700,"13,1500"
baviera,22/05/2008,2007,Unico,0.4700,"13,1500"
arcelormitt.,,,,0.0000,"16,3140"
azkoyen,19/06/2019,2018,Unico,1.2170,"6,0400"
azkoyen,13/07/2018,2017,Unico,0.1560,"6,0400"
azkoyen,14/07/2017,2016,A Cuenta,0.1360,"6,0400"
azkoyen,15/07/2016,2015,Complementario,0.0470,"6,0400"
azkoyen,14/07/2015,2015,A Cuenta,0.0400,"6,0400"
azkoyen,03/06/2002,2001,Complementario,0.1803,"6,0400"
azkoyen,21/12/2001,2001,A Cuenta,0.1082,"6,0400"
azkoyen,02/07/2001,2000,Complementario,25.0000,"6,0400"
azkoyen,21/12/2000,2000,A Cuenta,0.0902,"6,0400"
azkoyen,20/06/2000,1999,Complementario,25.0000,"6,0400"
atresmedia,18/12/2019,2019,A Cuenta,0.2000,"3,0580"
atresmedia,20/06/2019,2018,Extraordinario,0.2500,"3,0580"
atresmedia,19/12/2018,2018,A Cuenta,0.2000,"3,0580"
atresmedia,21/06/2018,2017,Complementario,0.3000,"3,0580"
atresmedia,21/12/2017,2017,Extraordinario,0.4500,"3,0580"
atresmedia,13/12/2017,2017,A Cuenta,0.2200,"3,0580"
atresmedia,21/06/2017,2016,Complementario,0.2500,"3,0580"
atresmedia,15/12/2016,2016,A Cuenta,0.2200,"3,0580"
atresmedia,23/06/2016,2015,Complementario,0.1800,"3,0580"
atresmedia,17/12/2015,2015,A Cuenta,0.1800,"3,0580"
atresmedia,18/06/2015,2014,Complementario,0.1000,"3,0580"
atresmedia,18/12/2014,2014,A Cuenta,0.1000,"3,0580"
atresmedia,18/06/2014,2013,A Cuenta,0.1100,"3,0580"
atresmedia,20/12/2012,2012,A Cuenta,0.1100,"3,0580"
atresmedia,04/05/2012,2011,Complementario,0.2300,"3,0580"
atresmedia,14/12/2011,2011,A Cuenta,0.2200,"3,0580"
atresmedia,27/04/2011,2010,Complementario,0.2500,"3,0580"
atresmedia,18/11/2010,2010,A Cuenta,0.2000,"3,0580"
atresmedia,21/04/2010,2009,Complementario,0.1500,"3,0580"
atresmedia,10/12/2009,2009,A Cuenta,0.0800,"3,0580"
atresmedia,21/04/2009,2008,Complementario,0.1200,"3,0580"
atresmedia,15/09/2008,2008,A Cuenta,0.3200,"3,0580"
atresmedia,24/04/2008,2007,Complementario,0.4000,"3,0580"
atresmedia,25/10/2007,2007,A Cuenta,0.4000,"3,0580"
atresmedia,26/04/2006,2005,Complementario,0.4300,"3,0580"
atresmedia,23/09/2005,2005,A Cuenta,0.3800,"3,0580"
atresmedia,11/04/2005,2004,Unico,1.5200,"3,0580"
audax,26/07/2010,2009,Unico,0.0086,"2,5080"
audax,24/07/2009,2008,Unico,0.0139,"2,5080"
audax,16/07/2008,2007,Unico,0.0131,"2,5080"
audax,29/05/2007,2006,Unico,0.0182,"2,5080"
arima,,,,0.0000,"11,8000"
amrest,,,,0.0000,"11,3000"
aperam,11/12/2019,2019,A Cuenta,0.3719,"31,2100"
aperam,13/09/2019,2019,A Cuenta,0.3719,"31,2100"
aperam,13/06/2019,2019,A Cuenta,0.3719,"31,2100"
aperam,26/03/2019,2019,A Cuenta,0.3719,"31,2100"
aperam,11/12/2018,2018,A Cuenta,0.3397,"31,2100"
aperam,14/09/2018,2018,A Cuenta,0.3354,"31,2100"
aperam,13/06/2018,2018,A Cuenta,0.3219,"31,2100"
aperam,29/03/2018,2018,A Cuenta,0.3626,"31,2100"
aperam,12/12/2017,2017,A Cuenta,0.2714,"31,2100"
aperam,12/09/2017,2017,A Cuenta,0.2702,"31,2100"
aperam,14/06/2017,2017,A Cuenta,0.2882,"31,2100"
aperam,12/12/2016,2015,A Cuenta,0.2480,"31,2100"
aperam,09/09/2016,2015,A Cuenta,0.2346,"31,2100"
aperam,14/06/2016,2015,A Cuenta,0.2372,"31,2100"
aperam,30/03/2016,2015,A Cuenta,0.2421,"31,2100"
aperam,19/11/2012,2012,A Cuenta,0.1247,"31,2100"
aperam,20/08/2012,2012,A Cuenta,0.1292,"31,2100"
aperam,23/05/2012,2012,A Cuenta,0.1248,"31,2100"
aperam,17/02/2012,2012,A Cuenta,0.1228,"31,2100"
aperam,18/11/2011,2011,A Cuenta,0.1182,"31,2100"
aperam,19/08/2011,2011,A Cuenta,0.1109,"31,2100"
aperam,20/05/2011,2011,A Cuenta,0.1117,"31,2100"
aperam,10/03/2011,2011,A Cuenta,0.1144,"31,2100"
applus_servi,04/07/2019,2018,A Cuenta,0.1500,"10,8000"
applus_servi,12/07/2018,2017,A Cuenta,0.1300,"10,8000"
applus_servi,13/07/2017,2016,A Cuenta,0.1300,"10,8000"
applus_servi,15/07/2016,2015,Unico,0.1300,"10,8000"
applus_servi,15/07/2015,2014,Extraordinario,0.0253,"10,8000"
applus_servi,15/07/2015,2014,A Cuenta,0.1047,"10,8000"
amper,01/07/2009,2008,Unico,0.1544,"0,2580"
amper,20/06/2008,2007,Unico,0.1332,"0,2580"
amper,15/06/2007,2006,Unico,0.0953,"0,2580"
amper,16/06/2006,2005,Unico,0.0756,"0,2580"
amadeus,17/01/2020,2019,A Cuenta,0.5600,"73,3200"
amadeus,12/07/2019,2018,Complementario,0.6650,"73,3200"
amadeus,17/01/2019,2018,A Cuenta,0.5100,"73,3200"
amadeus,29/06/2018,2017,Complementario,0.6550,"73,3200"
amadeus,31/01/2018,2017,A Cuenta,0.4800,"73,3200"
amadeus,30/06/2017,2016,Complementario,0.5400,"73,3200"
amadeus,01/02/2017,2016,A Cuenta,0.4000,"73,3200"
amadeus,28/07/2016,2015,Complementario,0.4350,"73,3200"
amadeus,28/01/2016,2015,A Cuenta,0.3400,"73,3200"
amadeus,30/07/2015,2014,Complementario,0.3800,"73,3200"
amadeus,30/01/2015,2014,A Cuenta,0.3200,"73,3200"
amadeus,29/07/2014,2013,Complementario,0.3250,"73,3200"
amadeus,31/01/2014,2013,A Cuenta,0.3000,"73,3200"
amadeus,30/07/2013,2012,Complementario,0.2500,"73,3200"
amadeus,30/01/2013,2012,A Cuenta,0.2500,"73,3200"
amadeus,27/07/2012,2011,Complementario,0.1950,"73,3200"
amadeus,30/01/2012,2011,A Cuenta,0.1750,"73,3200"
amadeus,27/07/2011,2010,Unico,0.3000,"73,3200"
almirall,03/06/2019,2018,A Cuenta,0.1980,"13,3500"
almirall,01/06/2018,2017,A Cuenta,0.1840,"13,3500"
almirall,01/06/2017,2016,A Cuenta,0.1900,"13,3500"
almirall,01/06/2016,2015,A Cuenta,0.1900,"13,3500"
almirall,17/05/2013,2013,Unico,0.1530,"13,3500"
almirall,15/05/2012,2011,Unico,0.1720,"13,3500"
almirall,01/06/2011,2010,Unico,0.2856,"13,3500"
almirall,01/06/2010,2009,Unico,0.3320,"13,3500"
almirall,01/06/2009,2008,Unico,0.3160,"13,3500"
almirall,23/05/2008,2007,Unico,0.3160,"13,3500"
airtificial,11/07/2007,2006,Unico,0.0070,"0,0802"
airtificial,11/07/2006,2005,Complementario,0.0100,"0,0802"
airtificial,12/04/2006,2005,A Cuenta,0.0100,"0,0802"
airtificial,30/06/2005,2004,Complementario,0.0318,"0,0802"
airtificial,29/04/2005,2004,A Cuenta,0.0133,"0,0802"
airtificial,16/07/2004,2003,Complementario,0.0150,"0,0802"
airtificial,27/05/2004,2003,A Cuenta,0.0375,"0,0802"
alantra_part,19/12/2019,2019,A Cuenta,0.6000,"15,3500"
alantra_part,13/05/2019,2019,A Cuenta,0.1949,"15,3500"
alantra_part,13/05/2019,2018,Complementario,0.2119,"15,3500"
alantra_part,17/12/2018,2018,A Cuenta,0.5000,"15,3500"
alantra_part,11/05/2018,2017,Complementario,0.2079,"15,3500"
alantra_part,11/05/2018,2018,A Cuenta,0.1640,"15,3500"
alantra_part,30/11/2017,2017,A Cuenta,0.4708,"15,3500"
alantra_part,08/07/2015,2015,A Cuenta,0.4240,"15,3500"
alantra_part,23/03/2015,2014,A Cuenta,0.1861,"15,3500"
alantra_part,15/07/2005,2004,Unico,0.7000,"15,3500"
alantra_part,15/07/2004,2003,Unico,0.7000,"15,3500"
alantra_part,15/07/2003,2002,Unico,0.7000,"15,3500"
alantra_part,15/07/2002,2001,Unico,0.6000,"15,3500"
alantra_part,14/07/2001,2000,Unico,0.7000,"15,3500"
alantra_part,13/07/2000,1999,Unico,0.4000,"15,3500"
aena,23/04/2019,2018,Unico,6.9300,"169,1500"
aena,19/04/2018,2017,Unico,6.5000,"169,1500"
aena,04/05/2017,2016,Unico,3.8300,"169,1500"
aena,05/07/2016,2015,Unico,2.7100,"169,1500"
acerinox,05/06/2019,2018,n.a. (14R),0.3000,"9,4140"
acerinox,05/07/2018,2017,n.a. (14R),0.4500,"9,4140"
acerinox,05/07/2017,2016,A Cuenta,0.4500,"9,4140"
acerinox,11/07/2016,2015,Unico,0.4400,"9,4140"
acerinox,17/06/2015,2014,Unico,0.4490,"9,4140"
acerinox,24/06/2014,2013,Unico,0.4490,"9,4140"
acerinox,18/06/2013,2012,Unico,0.4330,"9,4140"
acerinox,05/07/2012,2011,Complementario,0.1500,"9,4140"
acerinox,04/04/2012,2011,A Cuenta,0.1000,"9,4140"
acerinox,05/01/2012,2011,A Cuenta,0.1000,"9,4140"
acerinox,05/07/2011,2010,Complementario,0.1500,"9,4140"
acerinox,05/04/2011,2010,A Cuenta,0.1000,"9,4140"
acerinox,05/01/2011,2010,A Cuenta,0.1000,"9,4140"
airbus_se,17/04/2019,2018,Unico,1.6500,"136,9600"
airbus_se,20/04/2017,2016,Unico,1.1475,"136,9600"
airbus_se,04/05/2016,2015,Unico,1.3000,"136,9600"
airbus_se,01/06/2015,2014,Unico,1.0200,"136,9600"
airbus_se,29/05/2014,2013,Unico,0.6375,"136,9600"
airbus_se,31/05/2013,2012,Unico,0.6000,"136,9600"
airbus_se,04/06/2012,2011,Unico,0.4500,"136,9600"
airbus_se,01/06/2011,2010,Unico,0.1870,"136,9600"
airbus_se,03/06/2009,2008,Unico,0.1700,"136,9600"
airbus_se,30/05/2008,2007,Unico,0.1020,"136,9600"
acerinox,05/07/2010,2009,A Cuenta,0.3500,"9,4140"
acerinox,03/07/2009,2008,Complementario,0.1500,"9,4140"
acerinox,03/04/2009,2008,A Cuenta,0.1000,"9,4140"
acerinox,05/01/2009,2008,A Cuenta,0.1000,"9,4140"
acerinox,04/07/2008,2007,Complementario,0.1500,"9,4140"
acerinox,04/04/2008,2007,A Cuenta,0.1000,"9,4140"
acerinox,04/01/2008,2007,A Cuenta,0.1000,"9,4140"
acerinox,04/07/2007,2006,Complementario,0.1500,"9,4140"
acerinox,04/04/2007,2006,A Cuenta,0.1000,"9,4140"
acerinox,04/01/2007,2006,A Cuenta,0.1000,"9,4140"
acerinox,04/07/2006,2005,Complementario,0.1200,"9,4140"
airbus_se,11/05/2007,2006,Unico,0.1020,"136,9600"
airbus_se,10/05/2006,2005,Unico,0.4875,"136,9600"
airbus_se,16/05/2005,2004,Unico,0.3750,"136,9600"
airbus_se,11/05/2004,2003,Unico,0.3000,"136,9600"
airbus_se,10/05/2003,2002,Unico,0.2250,"136,9600"
airbus_se,22/05/2002,2001,Unico,0.3750,"136,9600"
airbus_se,12/05/2001,2000,Unico,0.5000,"136,9600"
acerinox,04/04/2006,2005,A Cuenta,0.0700,"9,4140"
acerinox,04/01/2006,2005,A Cuenta,0.0700,"9,4140"
acerinox,11/07/2005,2004,Complementario,0.1200,"9,4140"
acerinox,04/04/2005,2004,A Cuenta,0.0700,"9,4140"
acerinox,04/01/2005,2004,A Cuenta,0.0700,"9,4140"
acerinox,05/07/2004,2003,Complementario,0.3800,"9,4140"
acerinox,05/04/2004,2003,A Cuenta,0.2300,"9,4140"
acerinox,05/01/2004,2003,A Cuenta,0.2300,"9,4140"
acerinox,04/07/2003,2002,Complementario,0.3800,"9,4140"
acerinox,04/04/2003,2002,A Cuenta,0.2300,"9,4140"
acerinox,03/01/2003,2002,A Cuenta,0.2300,"9,4140"
acerinox,04/07/2002,2001,Complementario,0.3600,"9,4140"
aedas_homes,,,,0.0000,"20,3000"
acerinox,04/04/2002,2001,A Cuenta,0.2100,"9,4140"
acerinox,04/01/2002,2001,A Cuenta,0.2100,"9,4140"
acerinox,04/07/2001,2000,Complementario,0.3606,"9,4140"
acerinox,05/04/2001,2000,A Cuenta,0.2104,"9,4140"
acerinox,05/01/2001,2000,A Cuenta,0.2104,"9,4140"
acerinox,04/10/2000,2000,A Cuenta,0.3005,"9,4140"
acerinox,03/07/2000,1999,Complementario,0.3005,"9,4140"
acerinox,04/04/2000,1999,A Cuenta,0.1503,"9,4140"
acs,10/07/2019,2019,A Cuenta,1.4500,"30,5200"
acs,10/07/2019,2019,A Cuenta,1.4500,"30,5200"
acs,07/02/2019,2018,Complementario,0.4500,"30,5200"
acs,10/07/2018,2017,A Cuenta,0.9360,"30,5200"
acs,07/02/2018,2016,A Cuenta,0.4490,"30,5200"
acerinox,04/01/2000,1999,A Cuenta,0.1503,"9,4140"
acs,13/07/2017,2016,A Cuenta,0.7510,"30,5200"
acs,07/02/2017,2015,A Cuenta,0.4450,"30,5200"
acs,14/07/2016,2015,A Cuenta,0.7070,"30,5200"
acs,15/01/2016,2014,A Cuenta,0.4440,"30,5200"
acs,02/07/2015,2014,A Cuenta,0.7030,"30,5200"
acs,29/01/2015,2013,A Cuenta,0.4500,"30,5200"
acs,03/07/2014,2013,A Cuenta,0.7070,"30,5200"
acs,30/01/2014,2012,A Cuenta,0.4460,"30,5200"
acs,04/07/2013,2012,A Cuenta,1.1120,"30,5200"
acs,12/07/2012,2011,Complementario,1.0680,"30,5200"
acs,07/02/2012,2011,A Cuenta,0.9000,"30,5200"
acs,05/07/2011,2010,Complementario,1.1500,"30,5200"
acs,08/02/2011,2010,A Cuenta,0.9000,"30,5200"
acs,02/07/2010,2009,Complementario,1.1500,"30,5200"
acs,12/01/2010,2009,A Cuenta,0.9000,"30,5200"
acs,02/07/2009,2008,Complementario,1.1500,"30,5200"
acs,27/01/2009,2008,A Cuenta,0.9000,"30,5200"
acs,02/07/2008,2007,Complementario,1.0000,"30,5200"
acs,15/01/2008,2007,A Cuenta,0.7500,"30,5200"
acs,02/07/2007,2006,Complementario,0.8500,"30,5200"
