company,date,exercice,concept,amount,price
acs,15/01/2007,2006,A Cuenta,0.4000,"30,5200"
acs,03/07/2006,2005,Complementario,0.4000,"30,5200"
acs,16/01/2006,2005,A Cuenta,0.2000,"30,5200"
acs,01/07/2005,2004,Complementario,0.2500,"30,5200"
acs,24/01/2005,2004,A Cuenta,0.1400,"30,5200"
acs,07/06/2004,2003,Complementario,0.4600,"30,5200"
acs,15/01/2004,2003,A Cuenta,0.3600,"30,5200"
acs,03/07/2003,2002,Unico,0.7200,"30,5200"
acs,02/07/2002,2001,Unico,0.6000,"30,5200"
acs,02/07/2001,2000,Unico,0.5000,"30,5200"
acs,26/06/2000,1999,Unico,65.0000,"30,5200"
acciona,01/07/2019,2018,Unico,3.5226,"107,8000"
acciona,02/07/2018,2017,Unico,3.0000,"107,8000"
acciona,03/07/2017,2016,Unico,2.8750,"107,8000"
acciona,01/07/2016,2015,Unico,2.5000,"107,8000"
acciona,02/07/2015,2014,Unico,2.0000,"107,8000"
acciona,01/07/2013,2012,Complementario,1.7500,"107,8000"
acciona,21/01/2013,2012,A Cuenta,0.9000,"107,8000"
acciona,04/06/2012,2011,Complementario,1.9740,"107,8000"
acciona,20/01/2012,2011,A Cuenta,1.0260,"107,8000"
acciona,25/07/2011,2010,Complementario,2.0300,"107,8000"
acciona,21/01/2011,2010,A Cuenta,1.0700,"107,8000"
acciona,01/07/2010,2009,Complementario,1.9400,"107,8000"
acciona,29/12/2009,2009,A Cuenta,1.0700,"107,8000"
acciona,01/07/2009,2008,Complementario,1.8500,"107,8000"
acciona,26/01/2009,2008,A Cuenta,1.0700,"107,8000"
acciona,01/07/2008,2007,Complementario,2.3100,"107,8000"
acciona,15/01/2008,2007,A Cuenta,1.3400,"107,8000"
acciona,02/07/2007,2006,Complementario,1.8300,"107,8000"
acciona,15/01/2007,2006,A Cuenta,1.0600,"107,8000"
acciona,01/06/2006,2005,Complementario,1.4400,"107,8000"
acciona,16/01/2006,2005,A Cuenta,0.8800,"107,8000"
acciona,01/06/2005,2004,Complementario,0.9900,"107,8000"
acciona,17/01/2005,2004,A Cuenta,0.6800,"107,8000"
acciona,01/06/2004,2003,Complementario,0.8200,"107,8000"
acciona,15/01/2004,2003,A Cuenta,0.5600,"107,8000"
acciona,01/07/2003,2002,Complementario,0.3500,"107,8000"
adolfo_dguez,28/07/2010,2009,Unico,0.0700,"6,4600"
adolfo_dguez,30/07/2009,2008,Unico,0.1500,"6,4600"
adolfo_dguez,17/07/2008,2007,Unico,0.6000,"6,4600"
adolfo_dguez,19/07/2007,2006,Unico,0.8000,"6,4600"
adolfo_dguez,18/07/2006,2005,Unico,0.6000,"6,4600"
adolfo_dguez,20/07/2005,2004,Unico,0.4200,"6,4600"
adolfo_dguez,21/07/2004,2003,Unico,0.3300,"6,4600"
adolfo_dguez,21/07/2003,2002,Unico,0.2500,"6,4600"
adolfo_dguez,16/07/2002,2001,Unico,0.2200,"6,4600"
adolfo_dguez,19/07/2001,2000,Unico,0.1803,"6,4600"
acciona,01/07/2003,2002,Extraordinario,0.3500,"107,8000"
acciona,15/01/2003,2002,A Cuenta,0.5000,"107,8000"
acciona,01/07/2002,2001,Complementario,0.4170,"107,8000"
acciona,11/02/2002,2001,A Cuenta,0.2830,"107,8000"
acciona,04/07/2001,2000,Complementario,0.3234,"107,8000"
acciona,15/01/2001,2000,A Cuenta,45.0000,"107,8000"
acciona,01/07/2000,1999,Complementario,45.0000,"107,8000"
acciona,17/01/2000,1999,A Cuenta,40.0000,"107,8000"
adolfo_dguez,30/06/2000,1999,Unico,30.0000,"6,4600"
abengoa_a,17/04/2015,2014,Unico,0.1130,"0,0198"
abengoa_a,09/04/2014,2013,Unico,0.1110,"0,0198"
abengoa_a,09/04/2013,2012,Unico,0.0720,"0,0198"
abengoa_a,04/07/2012,2011,Complementario,0.2000,"0,0198"
abengoa_a,11/04/2012,2011,A Cuenta,0.1500,"0,0198"
abengoa_a,05/07/2011,2010,Unico,0.2000,"0,0198"
abengoa_a,06/07/2010,2009,Unico,0.1900,"0,0198"
abengoa_a,01/07/2009,2008,Unico,0.1800,"0,0198"
abengoa_a,02/07/2008,2007,Unico,0.1700,"0,0198"
abengoa_a,03/07/2007,2006,Complementario,0.1600,"0,0198"
abengoa_a,04/07/2006,2005,Unico,0.1500,"0,0198"
abengoa_a,06/07/2005,2004,Unico,0.1400,"0,0198"
abengoa_a,06/07/2004,2003,Unico,0.1400,"0,0198"
abengoa_a,09/07/2003,2002,Unico,0.1400,"0,0198"
abengoa_a,09/07/2003,2002,Unico,0.1400,"0,0198"
abengoa_a,11/07/2002,2001,Unico,0.1400,"0,0198"
abengoa_a,03/07/2001,2000,Unico,0.4808,"0,0198"
abengoa_a,06/07/2000,1999,Unico,56.0000,"0,0198"
